id,customer_id,create_timestamp,name,name_lower,description,archiving_timestamp
817,1,2020-07-24 12:09:44,0268 - eSim,0268 - esim,,
818,1,2020-07-24 12:10:31,0268 - HH4K,0268 - hh4k,,
819,1,2020-07-24 13:17:18,0256 - MSTR Upgrade,0256 - mstr upgrade,,
820,1,2020-07-24 13:18:07,0256 - Bell Security,0256 - bell security,,
821,1,2020-07-27 15:22:52,0269 - Big Data Program 2020,0269 - big data program 2020,,
822,1,2020-07-27 15:23:24,0269 - MTS GM,0269 - mts gm,,
823,1,2020-07-27 15:24:03,0269 - GM Data Accuracy,0269 - gm data accuracy,,
824,1,2020-07-27 15:24:30,0269 - PTT X Career,0269 - ptt x career,,
825,1,2020-07-27 15:24:58,0269 - Numeris,0269 - numeris,,
826,1,2020-07-29 19:41:18,0270 - Streamline Retail Reporting,0270 - streamline retail reporting,,
827,1,2020-08-06 14:54:40,0271 - FONSE Program 2020,0271 - fonse program 2020,,
828,1,2020-08-06 14:55:20,0271 - Bell Security Program,0271 - bell security program,,
829,1,2020-08-06 14:56:07,0271 - MTS Data Accuracy,0271 - mts data accuracy,,
830,1,2020-08-06 14:57:08,0271 - Bell Smart Home eChat,0271 - bell smart home echat,,
831,1,2020-08-11 15:29:02,0272 - Online Sales Quote,0272 - online sales quote,,
832,1,2020-08-11 15:55:55,0272 - Online Sales Quote - Ramp up,0272 - online sales quote - ramp up,,
833,1,2020-08-11 18:04:06,0273 - PEC Ph2,0273 - pec ph2,,
834,1,2020-08-11 18:04:55,0273 - GM Support,0273 - gm support,,
835,1,2020-08-11 18:32:17,0274 - Campaign Roadmap Ph2,0274 - campaign roadmap ph2,,
836,1,2020-08-11 18:32:57,0274 - PEC Ph2,0274 - pec ph2,,
837,1,2020-08-12 17:11:39,0275 - SAS Upgrade,0275 - sas upgrade,,
838,1,2020-08-12 17:12:15,0275 - Packrat,0275 - packrat,,
839,1,2020-08-12 17:21:39,224-0276 - BI Atlantic Integration Enhancement,224-0276 - bi atlantic integration enhancement,,
840,25,2020-08-20 14:01:33,0011 - Ad Hoc Support - Phase 9,0011 - ad hoc support - phase 9,"Period: Aug. 1 - Dec. 31, 2020",
841,58,2020-08-20 14:12:13,0003 - IT Architectural Roadmap,0003 - it architectural roadmap,IT Architecture Roadmap,
842,1,2020-09-03 12:12:11,0277 - Cross Sell Performance Reporting,0277 - cross sell performance reporting,,
843,1,2020-09-09 14:50:15,0278 - EDW Infra Program,0278 - edw infra program,,
844,1,2020-09-09 14:50:44,0278 - Omniture Program,0278 - omniture program,,
845,1,2020-09-09 15:25:58,0279 - Bell Security,0279 - bell security,,
846,1,2020-09-09 15:27:11,0279 - eChat Program,0279 - echat program,,
847,1,2020-09-18 14:40:22,0280 - Big Data Program,0280 - big data program,,
848,1,2020-09-18 14:49:20,0281 - Speech Technologies Program,0281 - speech technologies program,,
849,1,2020-10-07 16:07:02,0259 - MSTR Front End Documents,0259 - mstr front end documents,,
850,1,2020-10-21 14:07:25,0282 - Data Manager,0282 - data manager,,
851,1,2020-10-21 14:08:07,0283 - ALT TV in NM1,0283 - alt tv in nm1,,
852,1,2020-10-21 14:08:47,0284 - IT BI Infra Program,0284 - it bi infra program,,
853,8,2020-10-30 14:34:32,0004 - Tableau Training,0004 - tableau training,,
854,1,2020-11-10 16:24:02,0285 - Speech to Text,0285 - speech to text,,
855,1,2020-11-11 14:45:01,0271 - MTS Truecomp,0271 - mts truecomp,,
856,1,2020-11-12 03:10:57,0286 - Project Data 2.0,0286 - project data 2.0,,
857,1,2020-11-13 13:51:55,0288 - Offer Engine Planning and Reporting,0288 - offer engine planning and reporting,,
858,1,2020-11-16 19:43:48,0266 - Numeris Data Engineering - Vacation Back-up,0266 - numeris data engineering - vacation back-up,,
859,49,2020-11-26 04:24:57,0021 - 2021 Operational Delivery,0021 - 2021 operational delivery,,
860,49,2020-11-26 04:32:13,0022 - 2021 Data Engineering Program,0022 - 2021 data engineering program,,
861,1,2020-11-27 00:14:00,0287 - BI DataStage for IS,0287 - bi datastage for is,,
862,1,2020-12-15 21:32:10,0289 - PULSE,0289 - pulse,,
863,1,2020-12-15 21:37:31,0289 - Bell Security,0289 - bell security,,
864,1,2020-12-16 20:52:22,0290 - GM Program,0290 - gm program,,
865,1,2020-12-16 21:39:19,0291 - BIG Data Program 2021,0291 - big data program 2021,,
866,8,2020-12-22 14:38:52,"0009 - QB Update (incl QODBC, ETL and DB)","0009 - qb update (incl qodbc, etl and db)",,
867,1,2021-01-04 22:22:19,0292 - BI DataStage for HS,0292 - bi datastage for hs,,
868,60,2021-01-08 15:43:20,0001 - BRD Assessment,0001 - brd assessment,,
869,1,2021-01-13 16:29:37,0278 - EDW Infra Program - Onboarding,0278 - edw infra program - onboarding,,
870,1,2021-01-13 16:38:02,0278 - EDW Infra Program - Oversight,0278 - edw infra program - oversight,,
871,1,2021-01-20 14:39:57,0279 - Data Manager,0279 - data manager,,
872,1,2021-01-25 14:13:53,0294 - Bell.ca Covid-19 Program,0294 - bell.ca covid-19 program,,
873,1,2021-01-25 19:48:21,0295 - PPS IPTV MDU Bulk,0295 - pps iptv mdu bulk,,
874,1,2021-02-09 11:58:42,0296 - WHI Ph4C,0296 - whi ph4c,,
875,1,2021-02-09 12:13:41,0297 - GM Program,0297 - gm program,,
876,1,2021-02-09 12:14:16,0297 - Big Data Program,0297 - big data program,,
877,1,2021-02-09 12:14:48,0297 - MTS ICOC,0297 - mts icoc,,
878,1,2021-02-09 12:31:14,0298 - FoNSE & Big Data Program,0298 - fonse & big data program,,
879,1,2021-02-19 02:21:44,0299 - Speech Technologies,0299 - speech technologies,,
880,1,2021-03-17 00:58:09,0300 - Security Reporting,0300 - security reporting,,
881,53,2021-04-07 17:52:13,0009 - SAKS.com SWAT Team,0009 - saks.com swat team,,
882,53,2021-04-14 20:59:43,0007 - POL Tableau Transformation,0007 - pol tableau transformation,,
883,1,2021-04-27 02:32:39,0303 - Digital Datamart Migration,0303 - digital datamart migration,,
884,1,2021-04-29 01:46:21,0302 - BIG IT Pulse 2021Q2,0302 - big it pulse 2021q2,,
885,53,2021-05-11 16:30:49,0007 - PMO Onboarding,0007 - pmo onboarding,,
886,25,2021-05-28 12:20:02,0012 - Ad Hoc Support - 2021,0012 - ad hoc support - 2021,,
887,1,2021-05-28 12:35:44,0304 - Security Reporting Project Management,0304 - security reporting project management,,
888,53,2021-06-01 03:38:08,0010 - SAKS Off 5th SWAT Team,0010 - saks off 5th swat team,,
889,53,2021-06-08 15:25:28,0008 - Production Support,0008 - production support,,
890,1,2021-06-14 19:44:06,0307 - eRHS Project Management,0307 - erhs project management,,
891,1,2021-06-17 00:58:05,0306 - BI Datastage for FMS,0306 - bi datastage for fms,,
892,49,2021-06-25 17:52:08,0022 - 2021 Data Engineering Program - CL1,0022 - 2021 data engineering program - cl1,,
893,49,2021-07-08 19:57:16,0023 - Tableau support,0023 - tableau support,,
894,8,2021-07-19 21:43:35,0005 - Governance Hub 2021,0005 - governance hub 2021,,
895,49,2021-07-21 13:37:55,0024 - Personalization and NBA,0024 - personalization and nba,,
896,1,2021-08-13 17:36:12,0311 - Bell 2025 Program,0311 - bell 2025 program,,
897,1,2021-08-13 18:26:50,0305 - EDW Atlantic Program,0305 - edw atlantic program,,
898,1,2021-08-16 16:55:56,0312 - EDW Atlantic Program / BI360,0312 - edw atlantic program / bi360,EDW Atlantic Program,
899,49,2021-08-24 15:20:26,0026 - Audience Analytics (TADS v2),0026 - audience analytics (tads v2),,
900,1,2021-08-30 16:06:09,0313 - Fibe TV App (FONSE Reporting),0313 - fibe tv app (fonse reporting),,
901,1,2021-09-02 16:34:26,0313 - BCHCP Upgrade,0313 - bchcp upgrade,,
902,1,2021-09-27 20:55:54,0314 - NLP Call Annotation,0314 - nlp call annotation,,
903,1,2021-09-30 14:15:23,0317 - Covid Compliance,0317 - covid compliance,,
905,1,2021-09-30 15:46:32,0293 - MSTR Project Initiatives 2021,0293 - mstr project initiatives 2021,,
906,1,2021-09-30 15:47:51,0293 - MSTR Onboarding,0293 - mstr onboarding,,
907,1,2021-10-05 13:40:21,0301 - Retail & Channel Reporting 2021,0301 - retail & channel reporting 2021,,
908,1,2021-10-06 17:21:14,0318 - Tableau to MSTR 2021,0318 - tableau to mstr 2021,,
909,1,2021-10-13 15:56:40,0319 - Speech Technologies Business Analysis,0319 - speech technologies business analysis,,
910,1,2021-10-14 18:27:33,0320 - 2021 TV Business Analysis,0320 - 2021 tv business analysis,,
911,1,2021-10-15 18:02:54,0321 - Speech and Automation in NBA,0321 - speech and automation in nba,,
912,1,2021-10-15 19:02:37,0322 - IT BIG - Push Notifications,0322 - it big - push notifications,,
913,1,2021-10-15 20:27:51,0313 - IT BIG - New Mobile App for PC Mobile,0313 - it big - new mobile app for pc mobile,,
914,1,2021-10-29 18:37:01,0325 - BI Query Security Remediation,0325 - bi query security remediation,,
915,1,2021-11-01 19:20:31,0324 - IT BIG - MSTR for LDAP,0324 - it big - mstr for ldap,,
916,1,2021-11-01 19:54:05,0323 - EDW Program,0323 - edw program,,
917,1,2021-11-22 16:27:45,0328 - DCX eCare Delivery Program,0328 - dcx ecare delivery program,,
918,49,2021-11-25 16:26:53,0029 - AWS Support engagement,0029 - aws support engagement,,
919,1,2021-11-25 19:52:16,0300 - Security Reporting - Onboarding,0300 - security reporting - onboarding,,
920,1,2021-11-25 21:17:15,0304 - Security Reporting Project Management 2022,0304 - security reporting project management 2022,,
921,1,2021-11-25 22:00:08,0330 - Health & Safety APP Modernization,0330 - health & safety app modernization,,
922,1,2021-12-08 18:53:06,0309 - Speech Technologies Data Science and Project Management,0309 - speech technologies data science and project management,,
923,1,2021-12-09 19:48:48,0000 - BI Program Onboarding Trial,0000 - bi program onboarding trial,,
924,1,2021-12-09 19:51:05,0000 - Cross Sell - Household Initiatives,0000 - cross sell - household initiatives,,
925,1,2021-12-31 18:45:55,0332 - BI DataStage for IS 2022,0332 - bi datastage for is 2022,,
926,1,2021-12-31 19:50:19,0333 - Security Metrics Reporting,0333 - security metrics reporting,,
927,50,2022-01-04 15:21:00,0006 - MSTR Managed Services 2021-2022,0006 - mstr managed services 2021-2022,,
928,49,2022-01-05 21:22:42,0027 - D&A 2022 Operations Management,0027 - d&a 2022 operations management,,
929,49,2022-01-05 21:30:12,0028 - 2022 Data Engineering,0028 - 2022 data engineering,,
930,1,2022-01-07 18:54:24,0334 - Cross Sell Performance Reporting,0334 - cross sell performance reporting,,
931,1,2022-01-07 19:47:54,0335 - Speech Technologies - Data Science,0335 - speech technologies - data science,,
932,1,2022-01-07 20:20:17,0336 - Speech Technologies 2022,0336 - speech technologies 2022,,
933,1,2022-01-28 18:24:00,0338 - NBA MSTR Transition Project,0338 - nba mstr transition project,,
934,53,2022-02-09 03:34:11,0011 - Off5th.com Snowflake Solution Architecture,0011 - off5th.com snowflake solution architecture,,
935,53,2022-02-14 22:38:11,0012 - HBC POL 2022 Delivery,0012 - hbc pol 2022 delivery,,
936,1,2022-02-22 18:41:43,0342 - Big Data Program 2022,0342 - big data program 2022,,
937,1,2022-02-22 19:15:31,0343 - System Integrator - Big  Data Program,0343 - system integrator - big  data program,,
938,1,2022-02-22 20:46:31,0344 - Atlantic/CDC Program,0344 - atlantic/cdc program,,
939,1,2022-02-22 22:29:43,0345 - Voluntary / Involutary Suspend Program,0345 - voluntary / involutary suspend program,,
940,1,2022-02-23 11:03:00,0346 - EDW Atlantic Program 2022,0346 - edw atlantic program 2022,,
941,1,2022-02-23 11:47:55,0347 - IT BIG: Bell Mobility Residential Order Flow,0347 - it big: bell mobility residential order flow,,
942,1,2022-02-23 12:23:50,0349 - BI Query,0349 - bi query,,
943,1,2022-02-23 20:15:01,0348 - GM and EDW Program,0348 - gm and edw program,,
944,49,2022-02-25 18:16:37,0030 - 2022 Personalization and NBA,0030 - 2022 personalization and nba,,
945,1,2022-03-21 18:12:03,0350 - MB - BBM Support 2022,0350 - mb - bbm support 2022,,
946,1,2022-03-29 21:36:32,0323 - EDW Program Onboarding,0323 - edw program onboarding,,
947,1,2022-03-30 15:17:41,0337 - Digital Reporting,0337 - digital reporting,,
948,8,2022-04-01 13:56:53,0010 - SRED - SAS - Teradata to BQ - Conversion,0010 - sred - sas - teradata to bq - conversion,,
949,62,2022-04-11 15:38:17,0001 - Data Strategy and Governance,0001 - data strategy and governance,,
950,49,2022-05-24 00:34:37,0027 - D&A 2022 Operations Management - CL1,0027 - d&a 2022 operations management - cl1,,
951,49,2022-05-24 00:48:28,0028 - 2022 Data Engineering - CL1,0028 - 2022 data engineering - cl1,,
952,49,2022-05-24 01:07:56,0030 - 2022 Personalization and NBA - CL1,0030 - 2022 personalization and nba - cl1,,
953,49,2022-05-24 14:54:45,0031 - 2022 Data Migration,0031 - 2022 data migration,,
954,1,2022-05-24 18:54:33,0351 - Health & Safety App Modernization,0351 - health & safety app modernization,,
955,49,2022-06-01 17:31:44,0023 - Tableau Admin,0023 - tableau admin,,
956,1,2022-06-24 00:35:24,0352 - Campaign Insights Dashboard & ROMI Calculator,0352 - campaign insights dashboard & romi calculator,,
957,1,2022-06-28 15:25:10,0353 - Broadcast in NBA,0353 - broadcast in nba,,
958,8,2022-07-11 20:10:44,0011 - Security and Information Management Project,0011 - security and information management project,,
959,8,2022-07-11 20:16:00,0012 - Business Glossary and Data Dictionary,0012 - business glossary and data dictionary,,
960,1,2022-07-12 13:26:19,0355 - Speech Technologies - Data Modelling,0355 - speech technologies - data modelling,,
961,1,2022-07-28 19:48:10,0354 - GM and EDW Program Q3 2022,0354 - gm and edw program q3 2022,,
962,8,2022-08-10 17:40:42,0003 - JazzHR - Data Science POC,0003 - jazzhr - data science poc,This is an internal POC to test out GCP and learn about how we can use GCP and Data Science techniques.,
963,1,2022-08-31 17:36:20,0356 - Speech Technologies - Solution Architecture,0356 - speech technologies - solution architecture,,
964,1,2022-09-13 15:47:01,0357 - BI Financial Analysis,0357 - bi financial analysis,,
965,1,2022-09-20 14:40:39,0358 - Ops Dashboard - DEng,0358 - ops dashboard - deng,,
966,1,2022-09-26 15:40:18,0359 - Tableau to MicroStrategy Migration SMB,0359 - tableau to microstrategy migration smb,,
967,1,2022-09-26 16:24:40,0360 - GM and EDW Program Jan - April'23,0360 - gm and edw program jan - april'23,,
968,1,2022-09-28 14:27:41,0361 - Speech Technologies - Business Analysis,0361 - speech technologies - business analysis,,
969,1,2022-11-21 17:07:49,0368 - BI DataStage for IS 2023,0368 - bi datastage for is 2023,,
970,1,2022-11-21 19:37:51,0369 - BI PM for CSBI 2023,0369 - bi pm for csbi 2023,,
971,1,2022-11-23 09:56:41,0371 -  Security Reporting Project Management,0371 -  security reporting project management,,
972,1,2022-11-23 10:14:26,eCare Delivery Program,ecare delivery program,,
973,1,2022-11-23 10:17:55,0367 - eCare Delivery Program,0367 - ecare delivery program,,
974,1,2022-11-30 16:37:52,0363 - Speech Technologies – ML Architecture,0363 - speech technologies – ml architecture,,
975,1,2022-11-30 16:38:37,0364 - Speech Technologies – Onboarding support,0364 - speech technologies – onboarding support,,
976,49,2022-11-30 23:20:57,0031 - Townnews Migration CL01,0031 - townnews migration cl01,,
977,1,2022-12-01 14:12:27,0372 - NTS BIG EDW & Cloud Program 2023,0372 - nts big edw & cloud program 2023,,
978,49,2022-12-01 19:38:24,0027 - D&A 2023 Operations Delivery,0027 - d&a 2023 operations delivery,,
979,1,2022-12-02 19:53:37,0374 - BI TV Program Business Analysis 2023,0374 - bi tv program business analysis 2023,,
980,49,2022-12-02 20:17:51,0028 - D&A 2022 Data Engineering Program - CL2,0028 - d&a 2022 data engineering program - cl2,,
1715,1,2022-12-06 15:25:43,0375 - Corporate Stores Reporting Enhancements 2023,0375 - corporate stores reporting enhancements 2023,,
1716,1,2022-12-08 20:01:59,0373 - Cross Sell Performance Reporting - 2023,0373 - cross sell performance reporting - 2023,,
1717,1,2022-12-08 21:42:55,0380 - Health and Safety App Modernization - 2023,0380 - health and safety app modernization - 2023,,
1718,1,2022-12-29 19:31:30,"0376 - Retail Operations, Transformation and Systems Support 2023","0376 - retail operations, transformation and systems support 2023",,
1719,62,2022-12-30 19:33:15,0002 - Data Roadmap Execution,0002 - data roadmap execution,,
1720,1,2023-01-05 16:09:51,0370 -  BRS AI ML Modernization,0370 -  brs ai ml modernization,,
1721,1,2023-01-09 19:08:01,0381 - Speech Technologies 2023,0381 - speech technologies 2023,,
1722,8,2023-01-16 18:24:30,0013 - Absence Administration,0013 - absence administration,,
1723,1,2023-01-26 19:39:20,0365 - RTNBA Model Scoring,0365 - rtnba model scoring,,
1724,64,2023-01-30 14:54:30,0001 - 2023 Advisory Consulting Services,0001 - 2023 advisory consulting services,,
1725,1,2023-02-02 15:59:28,0384 - DataStage Upgrade and EDW Cloud Migration,0384 - datastage upgrade and edw cloud migration,,
1726,1,2023-02-02 16:08:29,0383 - Merlin BI Data Delivery in BI Hadoop,0383 - merlin bi data delivery in bi hadoop,,
1727,1,2023-02-28 20:29:04,0386 - NextGen Analytics Solution with External,0386 - nextgen analytics solution with external,,
1728,1,2023-03-02 18:58:57,0362 - MicroStrategy Repoint to Vantage Pilot,0362 - microstrategy repoint to vantage pilot,,
1729,1,2023-03-06 16:25:17,0366 - UEP Phase 2,0366 - uep phase 2,,
1730,1,2023-03-23 13:46:55,0387 - Bell 2025 Reporting,0387 - bell 2025 reporting,,
1731,1,2023-03-27 14:26:33,0388 - Model Drifting,0388 - model drifting,,
1732,65,2023-03-30 14:09:04,0001 - Project Management Services,0001 - project management services,,
1733,65,2023-03-30 14:33:13,0002 - Architecture Consulting and BA Services,0002 - architecture consulting and ba services,,
1734,50,2023-04-12 20:25:52,0009 - Data Terminal on Snowflake,0009 - data terminal on snowflake,,
1735,50,2023-04-12 20:27:25,0008 - Tableau Environment Review,0008 - tableau environment review,,
1736,64,2023-04-14 19:37:20,0001 - CL 01- Subscriptions Functionality,0001 - cl 01- subscriptions functionality,,
1737,1,2023-04-19 21:57:50,0362 - MicroStrategy Repoint to Vantage FC,0362 - microstrategy repoint to vantage fc,,
1741,64,2023-06-05 13:42:41,0001 - CL 02- ML POC,0001 - cl 02- ml poc,ML POC - Environment set-up and ML Model Development,
1742,64,2023-06-23 19:23:53,0000 - Power BI Reports Migration,0000 - power bi reports migration,,
1743,65,2023-07-07 19:04:04,0003 - Consulting Services,0003 - consulting services,,
1744,1,2023-08-10 17:15:48,0391 - Bell 2025 Program,0391 - bell 2025 program,,
1745,8,2023-09-06 20:03:23,0003 - Model Drifting,0003 - model drifting,,
1746,8,2023-09-08 19:51:35,0003 - Airflow Integration with Synapse,0003 - airflow integration with synapse,,
1747,1,2023-09-08 20:43:55,0395 - IEE Experiment Platform,0395 - iee experiment platform,,
1748,1,2023-09-08 20:57:37,0396 - Server Decommission and Batch AI ML Model Migration,0396 - server decommission and batch ai ml model migration,,
1749,1,2023-09-22 17:59:31,0393 - Speech Tech 2023 MM,0393 - speech tech 2023 mm,,
1750,65,2023-11-20 18:25:34,0004 - Infrastructure and Security Setup,0004 - infrastructure and security setup,,
1751,1,2023-11-22 19:01:52,0370 - BRS AI ML Modernization CL01,0370 - brs ai ml modernization cl01,,
1752,62,2023-11-22 19:22:53,0002 - CR 04 - CoA,0002 - cr 04 - coa,,
1753,65,2023-11-29 14:49:17,0002 - Data Science(2023),0002 - data science(2023),,
1754,65,2023-11-29 14:58:39,0002 - Tableau Development (Dec'23),0002 - tableau development (dec'23),,
1755,1,2023-11-29 21:48:29,0370 - BRS AI ML Modernization CL02,0370 - brs ai ml modernization cl02,,
1756,65,2023-12-11 17:34:13,0007 - SageMaker Implementation for DS Exploration,0007 - sagemaker implementation for ds exploration,,
1757,62,2023-12-14 20:15:47,0002 - Data Roadmap Execution 2024,0002 - data roadmap execution 2024,,
1758,65,2023-12-29 16:43:33,Relationship Management,relationship management,,
1759,65,2023-12-29 21:14:29,0001 - Project Management Services 2024,0001 - project management services 2024,,
1760,65,2023-12-29 21:30:43,0006 - Data Science Engagement,0006 - data science engagement,,
1761,65,2023-12-29 21:53:31,0005 - Consulting Services 2024,0005 - consulting services 2024,,
1762,1,2024-01-02 20:01:18,0397 - IEE Sales in Virgin,0397 - iee sales in virgin,,
1763,1,2024-01-03 21:56:02,0400 - NBA in Broadcast 2024,0400 - nba in broadcast 2024,,
1764,1,2024-01-03 22:13:11,0401 - BI Datastage for IS  & PM for CSBI(2024),0401 - bi datastage for is  & pm for csbi(2024),,
1765,1,2024-01-03 22:15:15,0401 - BI Datastage for IS  & PM for CSBI(2024 - Training),0401 - bi datastage for is  & pm for csbi(2024 - training),,
1766,1,2024-01-04 21:19:58,0367 - eCare Delivery Program(Jan - Feb'24),0367 - ecare delivery program(jan - feb'24),,
1767,1,2024-01-05 10:49:27,0398 -  Bell 2025 Reporting (2024),0398 -  bell 2025 reporting (2024),,
1768,1,2024-01-05 18:03:02,"0376 - Retail Operations, Transformation and Systems Support(Jan'24)","0376 - retail operations, transformation and systems support(jan'24)",,
1769,1,2024-01-09 20:29:43,0372 - NTS BIG EDW & Cloud Program 2024,0372 - nts big edw & cloud program 2024,,
1770,1,2024-01-09 20:42:22,0390 - Voluntary and Involuntary Suspension Program,0390 - voluntary and involuntary suspension program,,
1771,1,2024-01-09 21:18:03,0402 - DataStage Dev Modernization,0402 - datastage dev modernization,,
1772,1,2024-01-12 16:37:56,0403 - AI Campaign Analytics,0403 - ai campaign analytics,,
1773,1,2024-01-12 16:44:12,0399 - Recommender ML Model Development,0399 - recommender ml model development,,
1774,1,2024-01-24 15:29:19,0361 CL01 - Speech Technologies - BA Support and Delivery 2024,0361 cl01 - speech technologies - ba support and delivery 2024,,
1775,1,2024-02-07 17:46:57,0404 -  eCare Delivery Program(2024),0404 -  ecare delivery program(2024),,
1776,1,2024-02-16 19:32:12,0393 - Speech Tech 2024,0393 - speech tech 2024,New project created as rates for Justice and Luke changed in 2024,
1777,62,2024-02-20 20:01:30,0002 - CR13 - Ad hoc Production Support,0002 - cr13 - ad hoc production support,,
1778,62,2024-02-29 23:29:49,0006 - LOI - Basic Support,0006 - loi - basic support,,
1779,62,2024-02-29 23:31:49,0006 - LOI - Advanced Support,0006 - loi - advanced support,,
1780,62,2024-02-29 23:33:19,0006 - LOI - Premium and Premium + Bucket of Hours,0006 - loi - premium and premium + bucket of hours,,
1781,62,2024-03-01 20:42:32,0005 - Dynamic Dates for Reporting,0005 - dynamic dates for reporting,,
1782,8,2024-04-08 18:03:20,0003 - SRED - GenAI,0003 - sred - genai,,
1783,8,2024-04-08 18:12:53,0005 - CEDW Migration 2024,0005 - cedw migration 2024,,
1784,62,2024-04-12 14:19:14,0006 - Retool Onboarding,0006 - retool onboarding,,
1785,62,2024-04-13 03:20:01,0008 - Leasing Package Changes - Assessment,0008 - leasing package changes - assessment,,
1786,62,2024-04-13 03:29:24,0007 - Extension to CR11,0007 - extension to cr11,,
1787,49,2024-04-15 13:34:59,0032 - Environment Optimization,0032 - environment optimization,,
